school_name,url_address,address,postal_code,mrt_desc,bus_desc,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,ccas_offered,subjects_offered,moe_programmes
SPRINGFIELD SECONDARY SCHOOL,http://www.springfieldsec.moe.edu.sg,30   TAMPINES AVENUE 8,529593,"TAMPINES MRT, TAMPINES WEST MRT","8, 15, 23, 58, 69, 118, 129, 291, 293, 298, 513, 518",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,na,,"Chinese Language Syllabus B, Art, Basic Chinese Language, Computer Applications, Design & Technology, English Language, Food & Consumer Education, Mathematics, Basic Malay Language, Music, Science, Social Studies, Additional Mathematics, Art, Chinese Language, Design & Technology, English Language, Food & Consumer Education, Geography, History, Literature In English, Mathematics, Malay Language, Nutrition And Food Science, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, Computing, Design & Technology, Design & Technology, English Language, English Language, Food & Consumer Education, Geography, Geography, Higher Chinese Language, Higher Chinese Language, History, Higher Malay Language, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Nutrition And Food Science, Physics, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Malay Language Syllabus B, Music, Physical Education",
ST. ANDREW'S JUNIOR COLLEGE,http://www.standrewsjc.moe.edu.sg/,5    Sorby Adams Drive,357691,Potong Pasir NE10,"SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore) SMRT Buses:  857, 966, 985 (Diocese of Singapore),  853 (Upper Serangoon Road)",TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,"PHOTOGRAPHY, STUDENTS' COUNCIL, BADMINTON, BASKETBALL, CANOEING, HOCKEY, NETBALL, RUGBY, FOOTBALL, TRACK AND FIELD, TENNIS, WATER POLO, BOWLING, TOUCH RUGBY, FRISBEE, CHINESE ORCHESTRA, CHOIR, GUITAR ENSEMBLE, MODERN DANCE, ENGLISH DRAMA, CONCERT BAND, AUDIO VISUAL AID, COMMUNITY SERVICE (ROTARY-SPONSORED), HEALTH AND FITNESS, OUTDOOR ADVENTURE, MALAY CULTURE AND LANGUAGE, INTERNATIONAL AND GLOBAL STUDIES, INDIAN CULTURE AND LANGUAGE, INFOCOMM TECHNOLOGY (COMPUTING), ENGLISH CULTURE AND LANGUAGE, ENVIRONMENTAL SCIENCE, COMMUNITY SERVICE","Chinese Language Syllabus B, Biology, Chemistry, Chinese Language, Economics, Geography, General Paper, History, Literature In English, Mathematics, Malay Language, Physics, Project Work, Tamil Language, Art, Biology, Chemistry, Chinese Language And Literature, Economics, Geography, History, Literature In English, Mathematics, Malay Language And Literature, Physics, Tamil Language And Literature, Chemistry, Mathematics, Physics, Malay Language Syllabus B, Physical Education, Tamil Language Syllabus B",Engineering and Tech Programme and Scholarship
ST. ANDREW'S JUNIOR SCHOOL,http://www.saintandrewsjunior.moe.edu.sg,2    FRANCIS THOMAS DRIVE,359337,"Potong Pasir,Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6",TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Foundation Malay Language, Foundation Science, Foundation Tamil Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
ST. ANDREW'S SECONDARY SCHOOL,http://www.standrewssec.moe.edu.sg,15   FRANCIS THOMAS DRIVE,359342,POTONG PASIR MRT,"8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853",TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,,Enhanced Art Programme
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,http://www.stanthonyscanossianpri.moe.edu.sg,1602 BEDOK NORTH AVE 4,469701,Bedok MRT,17,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Foundation Science, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,https://stanthonyscanossiansec.moe.edu.sg,1600 BEDOK NORTH AVENUE 4,469700,"BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222",BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,,"Art, Design & Technology, Food & Consumer Education, Basic Chinese Language, Computer Applications, Elements Of Business Skills, English Language, Mathematics, Basic Malay Language, Science, Social Studies, Additional Mathematics, Chinese Language, English Language, Mathematics, Malay Language, Nutrition And Food Science, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Additional Mathematics, Biology, Chemistry, Chinese Language, Chinese Language, Drama, English Language, English Language, Geography, Geography, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Physics, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Music, Physical Education",
ST. GABRIEL'S PRIMARY SCHOOL,http://www.stgabrielspri.moe.edu.sg,220  Lorong Chuan,556742,Lor Chuan MRT Station (Circle Line),"73, 105, 159",SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Foundation Malay Language, Foundation Science, Foundation Tamil Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
ST. GABRIEL'S SECONDARY SCHOOL,http://www.stgabrielssec.moe.edu.sg,24   SERANGOON AVENUE 1,556140,SERANGOON MRT,158,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,"Basic Chinese Language, Computer Applications, Design & Technology, Elements Of Business Skills, English Language, Food & Consumer Education, Mathematics, Basic Malay Language, Science, Social Studies, Basic Tamil Language, Additional Mathematics, Art, Chinese Language, Design & Technology, English Language, Food & Consumer Education, Literature In English, Mathematics, Malay Language, Nutrition And Food Science, Principles Of Accounts, Science, Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Tamil Language, Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, Design & Technology, Design & Technology, English Language, English Language, Food & Consumer Education, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Physics, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Tamil Language, Tamil Language, Music, Physical Education",
ST. HILDA'S PRIMARY SCHOOL,http://www.shps.moe.edu.sg,2    Tampines Ave 3,529706,"Tampines West, Tampines Central",Feeder Bus service: 293 from Tampines Interchange (towards St 71),TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
ST. HILDA'S SECONDARY SCHOOL,http://www.sthildassec.moe.edu.sg,2    TAMPINES STREET 82,528986,"TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298",TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,,
ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38   MALCOLM ROAD,308274,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,,"Group 1 - English A: Language And Literature (hl/sl), Group 2 - Chinese B (hl/sl), Group 5 - Mathematics: Analysis And Approaches (hl/sl), Group 1 - English A: Literature (hl/sl), Group 1 - Chinese A: Literature (sl), Group 2 - Malay B (sl), Group 2 - Tamil B (sl), Group 2 - Mandarin Ab Initio (sl), Group 2 - Spanish Ab Initio (sl), Group 3 - Economics (hl/sl), Group 3 - History (hl/sl), Group 3 - Geography (hl/sl), Group 4 - Biology (hl/sl), Group 4 - Chemistry (hl/sl), Group 4 - Physics (hl/sl), Group 2 - Bahasa Indonesia Ab Initio (sl), Group 6* - Music (hl/sl), Group 6* - Visual Arts (hl/sl), Core - Creativity, Activity, Service (cas), Core - Extended Essay, Core - Theory Of Knowledge, Group 6* : May Be Replaced With Any Subject From Grp 3/4, Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, English Language, English Language, Geography, Geography, Higher Chinese Language, Higher Chinese Language, Higher Art, History, History, Higher Malay Language, Higher Malay Language, Higher Tamil Language, Higher Tamil Language, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Physics, Humanities (SS, Geography), Humanities (SS, History), Tamil Language, Tamil Language",Engineering and Tech Programme and Scholarship
ST. JOSEPH'S INSTITUTION JUNIOR,https://sjijunior.moe.edu.sg,3    ESSEX ROAD,309331,Novena,21;54;56;57;124;131;141;166;518;851;980,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"BADMINTON, FOOTBALL, TENNIS, BOWLING, SCOUTS, CHOIR, MODERN DANCE, ART AND CRAFTS, INTERNATIONAL CHESS, ROBOTICS","Art, Chinese Language, English Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
ST. MARGARET'S PRIMARY SCHOOL,https://stmargaretspri.moe.edu.sg,2    Mattar Road,387724,Mattar MRT Station (DT25),"40, 61, 63, 65, 66, 135, 154, 155, 158",CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
ST. MARGARET'S SECONDARY SCHOOL,http://www.stmargaretssec.moe.edu.sg,111  FARRER ROAD,259240,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,,"Computer Applications, Elements Of Business Skills, English Language, Mathematics, Science, Additional Mathematics, Art, Chinese Language, English Language, Geography, Mathematics, Malay Language, Nutrition And Food Science, Principles Of Accounts, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Tamil Language, Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, Drama, English Language, English Language, Geography, Geography, Higher Chinese Language, Higher Chinese Language, Higher Music, History, History, Higher Tamil Language, Higher Tamil Language, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Music, Nutrition And Food Science, Physics, Principles Of Accounts, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Tamil Language, Tamil Language",
ST. PATRICK'S SCHOOL,http://www.stpatricks.moe.edu.sg,490  EAST COAST ROAD,429058,KEMBANGAN MRT,"10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197",BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language Syllabus B, Design & Technology, Food & Consumer Education, Basic Chinese Language, Computer Applications, Design & Technology, English Language, Mathematics, Basic Malay Language, Music, Science, Social Studies, Basic Tamil Language, Chinese Language, Design & Technology, English Language, Geography, History, Mathematics, Malay Language, Nutrition And Food Science, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Tamil Language, Additional Mathematics, Biology, Chemistry, Chinese Language, Chinese Language, Computing, Design & Technology, Design & Technology, English Language, English Language, Geography, Geography, Higher Chinese Language, Higher Chinese Language, History, History, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Nutrition And Food Science, Physics, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Tamil Language, Tamil Language, Malay Language Syllabus B, Music, Physical Education, Tamil Language Syllabus B",
ST. STEPHEN'S SCHOOL,http://www.ststephens.moe.edu.sg,20   SIGLAP VIEW,455789,Kembangan MRT Station,"2,7,24,25,26,28,30,32,33,67,854",BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Foundation Malay Language, Foundation Tamil Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
SWISS COTTAGE SECONDARY SCHOOL,http://www.swisscottagesec.moe.edu.sg,3    BUKIT BATOK STREET 34,659322,BUKIT GOMBAK MRT,"187, 188, 985, 945",BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language Syllabus B, Design & Technology, Food & Consumer Education, Art, Basic Chinese Language, Computer Applications, Design & Technology, English Language, Smart Electrical Technology, Food & Consumer Education, Mathematics, Basic Malay Language, Science, Social Studies, Basic Tamil Language, Additional Mathematics, Art, Chinese Language, Design & Technology, English Language, Food & Consumer Education, Geography, History, Literature In English, Mathematics, Malay Language, Nutrition And Food Science, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Tamil Language, Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, Design & Technology, Design & Technology, English Language, English Language, Food & Consumer Education, Geography, Geography, Higher Chinese Language, Higher Chinese Language, Higher Art, History, History, Higher Malay Language, Higher Malay Language, Higher Tamil Language, Higher Tamil Language, Literature In English, Literature In English, Literature In Malay, Mathematics, Mathematics, Malay Language, Malay Language, Nutrition And Food Science, Physics, Principles Of Accounts, Science, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In Chinese), Humanities (SS, Literature In English), Humanities (SS, Literature In Malay), Tamil Language, Tamil Language, Music, Physical Education, Tamil Language Syllabus B",
TAMPINES MERIDIAN JUNIOR COLLEGE,http://www.tmjc.moe.edu.sg,21   Pasir Ris Street 71,518799,Pasir Ris MRT Station,"3, 39, 53, 81, 89, 109, 358, 518",PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,"ARCHERY, SHOOTING, BADMINTON, BASKETBALL, NETBALL, FOOTBALL, SQUASH, TABLE TENNIS, TAEKWONDO, WUSHU, VOLLEYBALL, FLOORBALL, CHINESE ORCHESTRA, CHOIR, GUITAR ENSEMBLE, ENGLISH DRAMA, DEBATING AND PUBLIC SPEAKING, PHOTOGRAPHY, COMMUNITY SERVICE, STUDENT LEADERSHIP (COUNCIL), HEALTH AND FITNESS, OUTDOOR ADVENTURE, ROCKWALL CLIMBING, MODERN DANCE, CONCERT BAND, AUDIO VISUAL AID","Chinese Language Syllabus B, Art, Biology, Chemistry, Chinese Language, Economics, Geography, General Paper, History, Literature In English, Mathematics, Malay Language, Physics, Project Work, Tamil Language, Art, Biology, Chemistry, Chinese Language And Literature, Economics, Further Mathematics, Geography, History, Literature In English, Mathematics, Malay Language And Literature, Physics, Tamil Language And Literature, Theatre Studies & Drama, Chemistry, Smu Game Theory, Literature In English, Mathematics, Malay Language And Literature, NTU Molecular Biology, NTU Semiconductor Physics & Devices, Malay Language Syllabus B, Physical Education, Tamil Language Syllabus B","Drama Elective Programme, Language Elective Programme (Malay), Engineering and Tech Programme and Scholarship"
TAMPINES NORTH PRIMARY SCHOOL,http://www.tampinesnorthpri.moe.edu.sg,30   TAMPINES AVENUE 9,529565,Tampines MRT,"SBS Transit 28, 29, 293",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation English Language, Foundation Mathematics, Foundation Tamil Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
TAMPINES PRIMARY SCHOOL,http://www.tampinespri.moe.edu.sg,250  TAMPINES STREET 12,529426,Tampines MRT,"8, 10, 17,18, 27, 31, 65, 292, 293, or any bus going into Tampines Interchange",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Ict Skills, Integrated Project Work, Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Foundation Malay Language, Foundation Science, Foundation Tamil Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
TAMPINES SECONDARY SCHOOL,https://www.tampinessec.moe.edu.sg,252  TAMPINES ST 12,529427,TAMPINES MRT,"3,  8,  10,  15,  17,  18,  20,  21,  23,  27,  28,  31,  34,  39,  59,  65,  129,  168,  292,  298,  518",TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,,"Computer Applications, Elements Of Business Skills, Music, Science, Art, Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, Design & Technology, Design & Technology, English Language, English Language, Electronics, Food & Consumer Education, Geography, Geography, Higher Chinese Language, Higher Chinese Language, History, History, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Malay Language (special Programme), Malay Language (special Programme), Physics, Principles Of Accounts, Science (Chem, Bio), Science (Phy, Chem), Humanities (SS, Geography), Humanities (SS, History), Music, Physical Education",
TANJONG KATONG GIRLS' SCHOOL,http://www.tkgs.moe.edu.sg,20   Dunman Lane,439272,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197",MARINE PARADE,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,,"Additional Mathematics, Art, Additional Mathematics, Art, Art, Biology, Chemistry, Chinese Language, Chinese Language, Design & Technology, English Language, English Language, Food & Consumer Education, Geography, Geography, Higher Chinese Language, Higher Chinese Language, Higher Music, Higher Music, History, History, Higher Malay Language, Higher Malay Language, Higher Tamil Language, Higher Tamil Language, Literature In English, Literature In English, Mathematics, Mathematics, Malay Language, Malay Language, Music, Physics, Science, Science (Chem, Bio), Humanities (SS, Geography), Humanities (SS, History), Humanities (SS, Literature In English), Tamil Language, Tamil Language, Music",Music Elective Programme
TANJONG KATONG PRIMARY SCHOOL,http://www.tanjongkatongpri.moe.edu.sg/,10   Seraya Road,437259,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,,"Art, Chinese Language, English Language, Foundation Chinese Language, Foundation English Language, Foundation Mathematics, Foundation Malay Language, Foundation Science, Foundation Tamil Language, Higher Chinese Language, Higher Malay Language, Higher Tamil Language, Mathematics, Malay Language, Music, Physical Education, Science, Social Studies, Tamil Language",
